location,price,bedrooms,bathrooms,size_sqft,year_built,price_per_sqft,property_age,listing_category,listing_category_order
Urban,168334.90537922533,4,1,1289.0,2011,130.59340991406154,14.0,Budget,1.0
Rural,92797.39397730608,5,1,1017.0,1970,91.24620843392928,55.0,Budget,1.0
Urban,97651.18812628968,3,1,1063.0,2007,91.86377057976452,18.0,Budget,1.0
Rural,235849.67543554265,3,3,2897.0,1954,81.41169328116764,71.0,Mid-Range,2.0
Suburb,130855.27603830423,4,3,1329.0,1955,98.4614567632086,70.0,Budget,1.0
Suburb,242448.5542829424,2,3,2893.0,2012,83.80523825888089,13.0,Mid-Range,2.0
Rural,196238.45490882217,4,3,1762.0,2004,111.37256237731111,21.0,Mid-Range,2.0
Suburb,325422.20900441014,4,2,2963.0,2003,109.8286226812049,22.0,High-End,3.0
Suburb,249679.76825532,5,3,2040.0,1999,122.39204326241176,26.0,Mid-Range,2.0
Urban,245138.49133112992,5,3,1442.0,2010,169.9989537663869,15.0,Mid-Range,2.0
Urban,211783.63203895028,5,3,1140.0,2004,185.7751158236406,21.0,Mid-Range,2.0
Rural,307791.89105213527,5,2,2331.0,1964,132.04285330421934,61.0,High-End,3.0
Suburb,129475.4827099142,2,3,1443.0,1984,89.72659924456978,41.0,Budget,1.0
Urban,125286.64872676478,2,2,1495.0,2013,83.8037784125517,12.0,Budget,1.0
Rural,127262.8612360848,3,2,1425.0,1982,89.30727104286653,43.0,Budget,1.0
Suburb,410400.6322958885,4,3,2498.0,1996,164.2916862673693,29.0,High-End,3.0
Urban,319702.15136839537,3,3,2855.0,1964,111.97973778227508,61.0,High-End,3.0
Rural,303857.4058435156,5,2,2268.0,1967,133.9759285024319,58.0,High-End,3.0
Suburb,191672.63069488335,4,1,1449.0,1971,132.2792482366345,54.0,Mid-Range,2.0
Rural,296564.70906077576,5,2,2825.0,1952,104.97865807461089,73.0,High-End,3.0
Suburb,214918.94295004985,4,2,1350.0,1951,159.19921700003692,74.0,Mid-Range,2.0
Rural,126792.41910384948,2,3,1598.0,1992,79.3444424930222,33.0,Budget,1.0
Urban,166279.981324693,5,3,1710.0,1994,97.23975516063919,31.0,Budget,1.0
Rural,167490.47334412902,4,1,1869.0,1958,89.61502051585288,67.0,Budget,1.0
Suburb,372895.2121863923,4,2,2983.0,1993,125.00677579161659,32.0,High-End,3.0
Suburb,309106.032574003,5,2,2184.0,1987,141.53206619688783,38.0,High-End,3.0
Rural,219669.16001400212,2,1,2163.0,1966,101.55763292371805,59.0,Mid-Range,2.0
Urban,213659.92564035303,2,1,2516.0,2008,84.9204791893295,17.0,Mid-Range,2.0
Suburb,184344.2910426637,2,2,2611.0,1999,70.60294563104699,26.0,Budget,1.0
Rural,234241.227683356,4,2,2554.0,2011,91.71543762073453,14.0,Mid-Range,2.0
Rural,103738.29623945156,2,1,1392.0,1959,74.52463810305429,66.0,Budget,1.0
Rural,202960.0297499952,4,3,1841.0,1973,110.24444853340316,52.0,Mid-Range,2.0
Urban,209855.486113482,3,2,1400.0,2009,149.8967757953443,16.0,Mid-Range,2.0
Rural,110778.34183391753,2,2,1049.0,1957,105.60375770630841,68.0,Budget,1.0
Rural,142177.81922642188,5,2,1743.0,1968,81.57075113391961,57.0,Budget,1.0
Urban,201880.75997765432,5,2,2318.0,1960,87.09264882556269,65.0,Mid-Range,2.0
Rural,291478.64708530216,5,1,2448.0,1993,119.06807478974761,32.0,High-End,3.0
Suburb,234515.83060257783,5,1,1905.0,1962,123.1054228884923,63.0,Mid-Range,2.0
Rural,264722.9022099744,3,1,2035.0,1951,130.08496423094567,74.0,High-End,3.0
Rural,235463.1077450972,3,1,2358.0,1998,99.85712796653824,27.0,Mid-Range,2.0
Suburb,192951.1993028824,2,1,1990.0,2012,96.9604016597399,13.0,Mid-Range,2.0
Rural,273757.8605879648,2,3,2038.0,2016,134.3267225652428,9.0,High-End,3.0
Rural,231866.5717865164,5,3,1027.0,1966,225.77076123321947,59.0,Mid-Range,2.0
Suburb,221639.66655733707,5,3,1387.0,1983,159.79788504494383,42.0,Mid-Range,2.0
Rural,269110.2622373964,5,3,2315.0,1992,116.24633357986885,33.0,High-End,3.0
Suburb,234448.40056064405,4,1,2910.0,1984,80.56646067376084,41.0,Mid-Range,2.0
Rural,216986.02713003184,2,1,1832.0,1995,118.44215454696061,30.0,Mid-Range,2.0
Suburb,169519.0898990683,5,3,1249.0,2007,135.72385100005468,18.0,Budget,1.0
Suburb,225327.2593239402,5,1,2528.0,2005,89.13261840345736,20.0,Mid-Range,2.0
Rural,116416.79996991275,5,1,1097.0,1991,106.12288055598246,34.0,Budget,1.0
Urban,353423.32733825385,3,2,2838.0,1965,124.5325325363826,60.0,High-End,3.0
Suburb,205607.1048745949,3,2,2360.0,2008,87.1216546078792,17.0,Mid-Range,2.0
Suburb,243768.9785026101,3,3,2062.0,1987,118.21967919622216,38.0,Mid-Range,2.0
Suburb,149727.99271940667,4,1,2061.0,1975,72.64822548248746,50.0,Budget,1.0
Rural,233420.5969689297,4,2,2323.0,1971,100.48239215192841,54.0,Mid-Range,2.0
Rural,148852.6438141108,2,1,1178.0,1973,126.36047861978847,52.0,Budget,1.0
Rural,356680.8584730833,5,2,2632.0,2011,135.5170434928128,14.0,High-End,3.0
Suburb,114319.88631616833,2,3,1891.0,1981,60.454725709237614,44.0,Budget,1.0
Urban,211090.73330006097,2,1,2492.0,2014,84.70735686198273,11.0,Mid-Range,2.0
Rural,191236.96905003395,3,1,2305.0,1979,82.96614709329022,46.0,Mid-Range,2.0
Urban,159935.1544590248,5,2,1749.0,1962,91.4437704168238,63.0,Budget,1.0
Rural,196791.70810723444,3,3,2187.0,1998,89.98249113270893,27.0,Mid-Range,2.0
Suburb,157609.2645966181,3,2,1452.0,2001,108.54632547976453,24.0,Budget,1.0
Rural,115475.44000538097,5,3,1096.0,1961,105.36080292461767,64.0,Budget,1.0
Suburb,292678.8641748065,2,3,2792.0,1985,104.82767341504531,40.0,High-End,3.0
Urban,113772.51430692844,2,3,1308.0,2005,86.98204457716241,20.0,Budget,1.0
Rural,233374.9460378349,3,1,1261.0,2013,185.0713291338897,12.0,Mid-Range,2.0
Rural,215691.59304170453,5,2,1292.0,1950,166.9439574626196,75.0,Mid-Range,2.0
Rural,292227.8012823191,2,1,2793.0,1970,104.62864349528074,55.0,High-End,3.0
Rural,109327.26968615834,4,1,1248.0,1964,87.60197891519098,61.0,Budget,1.0
Suburb,106841.17912153366,2,1,1244.0,2009,85.88519221988236,16.0,Budget,1.0
Urban,147881.9976374569,5,3,1250.0,1964,118.30559810996552,61.0,Budget,1.0
Rural,167800.19351439798,5,3,1122.0,1962,149.5545396741515,63.0,Budget,1.0
Urban,137430.76137119098,5,3,1324.0,1999,103.79966870935874,26.0,Budget,1.0
Urban,224664.49424971628,3,3,1985.0,1980,113.18110541547419,45.0,Mid-Range,2.0
Urban,318362.59846328944,2,3,2704.0,1966,117.73764736068397,59.0,High-End,3.0
Urban,389339.7983383524,4,3,2970.0,2018,131.09084119136446,7.0,High-End,3.0
Rural,170527.32605221093,3,1,1500.0,2013,113.68488403480728,12.0,Budget,1.0
Rural,244716.3456510961,2,3,1686.0,1950,145.14611248582213,75.0,Mid-Range,2.0
Rural,298524.14897536085,5,2,2804.0,1989,106.4636765247364,36.0,High-End,3.0
Rural,219273.88079175173,2,3,2739.0,1974,80.0561813770543,51.0,Mid-Range,2.0
Urban,288841.35361103696,5,1,2860.0,2020,100.99348028357936,5.0,High-End,3.0
Urban,226684.28882229395,5,2,2089.0,1999,108.51330245203157,26.0,Mid-Range,2.0
Suburb,342917.48622229183,2,1,2850.0,1989,120.32192499027784,36.0,High-End,3.0
Suburb,176373.3800650553,2,1,1835.0,1976,96.11628341419907,49.0,Budget,1.0
Urban,110808.30417120768,4,2,1058.0,1960,104.73374685369346,65.0,Budget,1.0
Suburb,170000.8306185287,2,3,1730.0,1960,98.2663760800744,65.0,Budget,1.0
Urban,346620.6928687281,2,1,2521.0,1999,137.4933331490393,26.0,High-End,3.0
Suburb,277335.15283228905,3,1,2396.0,2018,115.74922906189026,7.0,High-End,3.0
Suburb,164295.43593740687,5,2,1265.0,1964,129.87781497028212,61.0,Budget,1.0
Suburb,260823.45781894104,5,3,2676.0,1987,97.46765987254896,38.0,High-End,3.0
Suburb,140864.98884371907,4,2,1235.0,2018,114.06071971151341,7.0,Budget,1.0
Urban,106437.05821755904,3,2,1897.0,1976,56.10809605564525,49.0,Budget,1.0
Suburb,181025.46694449824,4,1,1217.0,1958,148.7473023373034,67.0,Budget,1.0
Urban,233286.01175684636,2,3,2550.0,2001,91.48471049288092,24.0,Mid-Range,2.0
Suburb,202745.3702142884,4,1,2837.0,1982,71.46470575054227,43.0,Mid-Range,2.0
Suburb,255039.9886588664,5,3,2464.0,1966,103.50648890376071,59.0,Mid-Range,2.0
Suburb,376434.2385621486,3,2,2673.0,1981,140.82837207712257,44.0,High-End,3.0
Urban,291855.2575173991,2,3,2429.0,1978,120.15449053824582,47.0,High-End,3.0
Rural,304249.20586280635,3,1,2767.0,1975,109.95634472815553,50.0,High-End,3.0
Urban,277178.8824466539,3,3,2624.0,1980,105.63219605436505,45.0,High-End,3.0
Rural,144580.9812541693,4,3,1974.0,1971,73.24264501224383,54.0,Budget,1.0
Rural,185320.006964196,2,1,1588.0,1965,116.70025627468263,60.0,Budget,1.0
Urban,252267.45483509477,3,1,2671.0,2021,94.4468194815031,4.0,Mid-Range,2.0
Suburb,218493.03082541004,3,1,1916.0,1979,114.03602861451463,46.0,Mid-Range,2.0
Suburb,383758.0028884794,4,2,2492.0,1960,153.99598831800938,65.0,High-End,3.0
Urban,190544.4384911701,3,1,1917.0,1997,99.39720317744919,28.0,Mid-Range,2.0
Rural,145401.69477402535,5,2,2133.0,1965,68.16769562776622,60.0,Budget,1.0
Urban,161209.9050691122,5,3,1352.0,2010,119.23809546531967,15.0,Budget,1.0
Suburb,264610.4706365779,2,3,2836.0,1951,93.304115175098,74.0,High-End,3.0
Rural,77503.38994331348,2,1,1090.0,1964,71.1040274709298,61.0,Budget,1.0
Rural,363377.3023084112,4,2,2959.0,1973,122.80408999946307,52.0,High-End,3.0
Rural,327434.5633243871,3,2,2905.0,1985,112.71413539565822,40.0,High-End,3.0
Urban,360485.3544201852,4,2,2941.0,2015,122.57237484535369,10.0,High-End,3.0
Urban,178983.91493457084,4,1,2437.0,1996,73.4443639452486,29.0,Budget,1.0
Rural,196528.9615560697,5,1,1701.0,1979,115.53730838099335,46.0,Mid-Range,2.0
Suburb,181964.01699278355,3,2,1072.0,1959,169.74255316491002,66.0,Budget,1.0
Rural,164565.2314477568,5,3,1684.0,1987,97.7228215247962,38.0,Budget,1.0
Suburb,216789.41139372785,5,3,2570.0,1955,84.35385657343495,70.0,Mid-Range,2.0
Urban,84861.71166182395,2,1,1721.0,1997,49.309536119595556,28.0,Budget,1.0
Urban,171270.44100309338,4,1,2321.0,2000,73.79165919995407,25.0,Budget,1.0
Suburb,309657.362723982,5,2,2668.0,1967,116.06347928185234,58.0,High-End,3.0
Suburb,201357.4547500829,2,2,2306.0,1976,87.31893094105936,49.0,Mid-Range,2.0
Urban,290488.3232157801,2,2,2528.0,2005,114.90835570244465,20.0,High-End,3.0
Urban,250177.4450760596,3,3,2221.0,1958,112.64180327602864,67.0,Mid-Range,2.0
Urban,207473.72840487136,3,2,1957.0,2007,106.01621277714429,18.0,Mid-Range,2.0
Urban,250267.09994017225,5,2,2055.0,1969,121.78447685653151,56.0,Mid-Range,2.0
Suburb,177786.74710487496,2,1,1647.0,1976,107.94580880684576,49.0,Budget,1.0
Rural,276666.6197016665,2,1,1759.0,1981,157.2863102340344,44.0,High-End,3.0
Urban,270178.12367792515,2,2,1870.0,1961,144.4802800416712,64.0,High-End,3.0
Suburb,207620.89755759345,4,1,2364.0,1986,87.82609879762836,39.0,Mid-Range,2.0
Urban,324207.29856781766,2,2,2681.0,1962,120.92775030504203,63.0,High-End,3.0
Rural,253889.62990342785,4,2,2357.0,1959,107.71728040026638,66.0,Mid-Range,2.0
Suburb,184708.9145331037,3,2,1142.0,1963,161.7416064212817,62.0,Budget,1.0
Urban,293229.7496609687,5,1,2769.0,1977,105.89734548969618,48.0,High-End,3.0
Rural,254183.1327470701,3,2,2433.0,1964,104.47313306496922,61.0,Mid-Range,2.0
Suburb,170122.5980256595,5,1,1948.0,1950,87.33192917128311,75.0,Budget,1.0
Suburb,125742.34427207628,2,3,1043.0,1980,120.55833583132913,45.0,Budget,1.0
Rural,152362.97929380325,5,3,1031.0,2018,147.78174519282564,7.0,Budget,1.0
Rural,266155.4587124225,5,1,2766.0,1953,96.22395470441884,72.0,High-End,3.0
Urban,70138.3216079057,3,3,1027.0,1997,68.29437352279037,28.0,Budget,1.0
Urban,241806.07588380808,5,3,2019.0,1977,119.76526789688364,48.0,Mid-Range,2.0
Rural,184685.31842666143,2,3,1422.0,2010,129.87715782465642,15.0,Budget,1.0
Rural,230526.9983093697,4,2,1490.0,2018,154.71610624789912,7.0,Mid-Range,2.0
Urban,101109.30339650845,2,3,1159.0,2016,87.23839809879935,9.0,Budget,1.0
Rural,229690.24725702888,5,2,1844.0,1969,124.56087161444083,56.0,Mid-Range,2.0
Suburb,314211.3184532746,3,1,2230.0,1980,140.90193652613212,45.0,High-End,3.0
Rural,152113.36158293588,2,1,1017.0,1960,149.5706603568691,65.0,Budget,1.0
Rural,279456.1598377302,5,3,2126.0,2017,131.4469237242381,8.0,High-End,3.0
Rural,362982.0557060004,3,2,2605.0,1950,139.3405204245683,75.0,High-End,3.0
Urban,274239.09677232266,4,1,2654.0,1997,103.33048107472595,28.0,High-End,3.0
Suburb,283242.519669352,3,1,2674.0,1974,105.92465208277935,51.0,High-End,3.0
Suburb,117667.5036159128,5,2,1671.0,1994,70.41741688564501,31.0,Budget,1.0
Rural,148251.40266584643,3,3,1231.0,1952,120.43168372530172,73.0,Budget,1.0
Urban,224891.68177547437,5,1,2683.0,1953,83.82097718057189,72.0,Mid-Range,2.0
Urban,312997.1617452601,3,3,2888.0,1952,108.37851860985461,73.0,High-End,3.0
Rural,121423.42516121926,3,3,1423.0,1984,85.32918142039301,41.0,Budget,1.0
Rural,197607.09987606795,3,2,1903.0,1999,103.83977923072409,26.0,Mid-Range,2.0
Urban,174622.29512226488,5,3,1754.0,2013,99.55661067403928,12.0,Budget,1.0
Urban,293358.2332557008,3,1,2570.0,1990,114.14717247303533,35.0,High-End,3.0
Suburb,258664.47860451823,5,2,1836.0,1954,140.88479226825612,71.0,Mid-Range,2.0
Rural,153148.75074541077,2,3,1893.0,2016,80.9026681169629,9.0,Budget,1.0
Urban,289784.6354890679,4,2,2890.0,1979,100.27150016922764,46.0,High-End,3.0
Urban,223040.33604023544,2,2,1238.0,1952,180.16182232652298,73.0,Mid-Range,2.0
Suburb,240752.47714730963,4,2,2357.0,1962,102.14360506886281,63.0,Mid-Range,2.0
Suburb,192399.0093833904,5,3,1148.0,2015,167.59495590887664,10.0,Mid-Range,2.0
Rural,157985.60441625855,2,2,1622.0,1988,97.4017289865959,37.0,Budget,1.0
Suburb,206887.16779564988,4,3,2431.0,1998,85.10373006814064,27.0,Mid-Range,2.0
Rural,49553.23644785032,4,2,1016.0,1978,48.77287051953772,47.0,Budget,1.0
Suburb,203716.4890033448,2,3,1913.0,2020,106.49058494686084,5.0,Mid-Range,2.0
Rural,196367.3776312197,2,2,1225.0,1985,160.2999001071181,40.0,Mid-Range,2.0
Rural,177986.8634832434,5,3,1651.0,2013,107.8054896930608,12.0,Budget,1.0
Rural,253692.8535537489,4,1,2679.0,1972,94.69684716451994,53.0,Mid-Range,2.0
Urban,92668.74609399048,5,1,1259.0,1956,73.60504058299483,69.0,Budget,1.0
Rural,368699.178933726,5,2,2752.0,2016,133.9749923451039,9.0,High-End,3.0
Urban,95714.3398007112,3,1,1673.0,2008,57.21120131542809,17.0,Budget,1.0
Suburb,324809.8640163584,5,3,2627.0,1993,123.64288694950834,32.0,High-End,3.0
Urban,154569.91528239378,4,1,1173.0,1967,131.77315880851984,58.0,Budget,1.0
Urban,329244.6165292855,3,3,2866.0,1979,114.87948936820848,46.0,High-End,3.0
Urban,184284.75447632044,5,3,1204.0,2005,153.06042730591398,20.0,Budget,1.0
Suburb,112148.7648511994,5,1,1414.0,1959,79.31312931485107,66.0,Budget,1.0
Rural,264282.677733284,4,1,2531.0,2001,104.41828436716081,24.0,High-End,3.0
Rural,205965.1541342062,3,3,2176.0,1978,94.65310392196977,47.0,Mid-Range,2.0
Suburb,254955.0608461246,2,1,2126.0,2019,119.92241808378391,6.0,Mid-Range,2.0
Rural,290742.74454050144,2,1,2737.0,2018,106.22679742071664,7.0,High-End,3.0
Rural,165941.32702160056,3,2,1791.0,1970,92.65289057599138,55.0,Budget,1.0
Rural,295789.3551013343,3,3,2088.0,1953,141.66156853512177,72.0,High-End,3.0
Rural,237189.9373983571,3,2,2140.0,1955,110.83641934502668,70.0,Mid-Range,2.0
Suburb,356500.2698471331,3,3,2688.0,2021,132.62658848479654,4.0,High-End,3.0
Rural,227910.57265391608,2,1,2179.0,1993,104.59411319592294,32.0,Mid-Range,2.0
Rural,338128.435485646,5,3,2699.0,2016,125.27915357008004,9.0,High-End,3.0
Urban,197580.87069643504,4,1,2105.0,2014,93.8626464116081,11.0,Mid-Range,2.0
Urban,74024.49845838638,2,2,1517.0,1986,48.79663708529096,39.0,Budget,1.0
Rural,326317.92011772,4,3,2857.0,1976,114.21698289034651,49.0,High-End,3.0
Urban,215020.96185939165,2,2,2090.0,1994,102.88084299492424,31.0,Mid-Range,2.0
Rural,217320.60585662883,3,3,2261.0,1994,96.11703045405963,31.0,Mid-Range,2.0
Rural,288733.264689934,2,2,2607.0,1984,110.7530742961005,41.0,High-End,3.0
Urban,346804.1855436589,2,1,2630.0,1954,131.8647093321897,71.0,High-End,3.0
Rural,290485.49665501365,3,3,2839.0,1950,102.31965362980404,75.0,High-End,3.0
Urban,162827.8504049509,5,2,1978.0,1981,82.31943903182554,44.0,Budget,1.0
Suburb,234225.1217322112,3,1,2009.0,1953,116.58791524749189,72.0,Mid-Range,2.0
Urban,199549.00153794623,5,1,2349.0,2015,84.95061793867443,10.0,Mid-Range,2.0
Suburb,177897.80704082482,2,3,1589.0,1999,111.95582570221826,26.0,Budget,1.0
Urban,98092.59486329932,2,3,1066.0,1995,92.01931975919261,30.0,Budget,1.0
Suburb,260427.90315004103,4,3,2199.0,2016,118.43015150070079,9.0,High-End,3.0
Rural,336816.02066414594,4,2,2856.0,1957,117.93278034458892,68.0,High-End,3.0
Rural,198389.06414839328,2,1,1683.0,1974,117.87823181722715,51.0,Mid-Range,2.0
Urban,267358.0901487627,4,1,2501.0,1975,106.9004758691574,50.0,High-End,3.0
Rural,193795.3446327476,5,3,2278.0,2016,85.0725832452799,9.0,Mid-Range,2.0
Urban,131130.95330971625,3,1,1062.0,2004,123.47547392628648,21.0,Budget,1.0
Rural,200652.77897584837,2,1,1813.0,1957,110.67445062098642,68.0,Mid-Range,2.0
Rural,131907.449358611,2,3,1402.0,1970,94.08519925721183,55.0,Budget,1.0
Rural,302664.29163595475,4,1,2781.0,2014,108.8328988263052,11.0,High-End,3.0
Rural,120352.4616288594,2,1,1191.0,2011,101.0516050620146,14.0,Budget,1.0
Urban,200275.548591232,2,3,2352.0,1987,85.15116861872109,38.0,Mid-Range,2.0
Rural,161284.76013952825,5,2,1070.0,2003,150.7334206911479,22.0,Budget,1.0
Urban,155800.1830805319,5,3,1877.0,1976,83.00489242436436,49.0,Budget,1.0
Suburb,195802.52815754083,3,1,1740.0,1955,112.53018859628783,70.0,Mid-Range,2.0
Rural,221335.8750691423,2,3,1945.0,2016,113.79736507410915,9.0,Mid-Range,2.0
Rural,218136.1250812137,4,3,2086.0,1965,104.57148853365949,60.0,Mid-Range,2.0
Suburb,254044.5593361211,3,1,2320.0,2016,109.50196523108669,9.0,Mid-Range,2.0
Urban,165071.62812574024,4,1,1244.0,2012,132.69423482776546,13.0,Budget,1.0
Urban,227647.48851851476,2,2,1518.0,1962,149.9654074562021,63.0,Mid-Range,2.0
Urban,204310.2689711345,4,2,1392.0,1986,146.77461851374605,39.0,Mid-Range,2.0
Urban,154816.91733835335,4,1,1771.0,1952,87.41779635141353,73.0,Budget,1.0
Rural,326659.4364178994,3,2,2624.0,1966,124.48911448852873,59.0,High-End,3.0
Suburb,304745.4985824882,2,2,2200.0,2001,138.5206811738583,24.0,High-End,3.0
Suburb,241789.7411337914,3,3,2227.0,1990,108.57195380951566,35.0,Mid-Range,2.0
Suburb,399911.25084317673,2,3,2669.0,1980,149.83561290489948,45.0,High-End,3.0
Suburb,269401.45695829723,5,2,2617.0,2011,102.94285707233368,14.0,High-End,3.0
Suburb,277804.1717111582,3,3,2556.0,1999,108.68707813425594,26.0,High-End,3.0
Rural,217308.3930069884,2,3,1910.0,1960,113.77402775234994,65.0,Mid-Range,2.0
Rural,272702.49056601455,5,1,2151.0,2011,126.77940054208021,14.0,High-End,3.0
Urban,301514.7533862139,5,2,2218.0,1967,135.93992488107028,58.0,High-End,3.0
Rural,349636.4980754163,5,2,2217.0,1960,157.70703566775657,65.0,High-End,3.0
Urban,190870.62594711548,3,1,1183.0,1968,161.3445696932506,57.0,Mid-Range,2.0
Rural,135290.16466766415,5,1,1246.0,1966,108.57958641064539,59.0,Budget,1.0
Rural,315920.45855686953,2,1,2896.0,1961,109.08855613151572,64.0,High-End,3.0
Suburb,331484.99860932725,3,3,2895.0,2015,114.50259019320457,10.0,High-End,3.0
Urban,222301.1240768056,4,1,1323.0,1989,168.028060526686,36.0,Mid-Range,2.0
Urban,217763.9247893708,5,1,1159.0,2002,187.8894950727962,23.0,Mid-Range,2.0
Urban,169712.95773225828,3,1,1705.0,1993,99.53839163182303,32.0,Budget,1.0
Urban,183815.96428594383,4,1,1621.0,1980,113.39664669089687,45.0,Budget,1.0
Urban,152413.33873073178,3,3,1924.0,1988,79.21691202220987,37.0,Budget,1.0
Rural,169521.41431161345,5,2,1065.0,1995,159.1750369123131,30.0,Budget,1.0
Suburb,187340.3171621461,5,1,1929.0,1984,97.11784197104515,41.0,Budget,1.0
Rural,103152.64364086706,4,1,1253.0,2012,82.32453602623069,13.0,Budget,1.0
Rural,90535.41442339178,2,2,1282.0,2015,70.62044806816832,10.0,Budget,1.0
Rural,212467.60014639856,5,2,2083.0,1953,102.00076819318222,72.0,Mid-Range,2.0
Suburb,135749.26201585957,4,1,1117.0,2002,121.53022561849558,23.0,Budget,1.0
Urban,175897.934647167,5,1,1422.0,2008,123.69756304301478,17.0,Budget,1.0
Suburb,144645.09558986954,2,2,1555.0,2015,93.01935407708652,10.0,Budget,1.0
Urban,293633.6494418688,4,1,2745.0,2005,106.97036409539848,20.0,High-End,3.0
Urban,104122.18296583409,2,3,1035.0,1985,100.60114296215853,40.0,Budget,1.0
Suburb,232126.53011626523,5,1,1530.0,2009,151.71668635050014,16.0,Mid-Range,2.0
Suburb,197189.22103314512,4,1,1090.0,1965,180.90754223224323,60.0,Mid-Range,2.0
Urban,289711.1504881255,3,3,2324.0,1962,124.66056389334145,63.0,High-End,3.0
Rural,361567.31811402895,2,2,2747.0,2005,131.62261307390935,20.0,High-End,3.0
Urban,371769.3174352011,5,2,2940.0,2010,126.45214878748337,15.0,High-End,3.0
Suburb,293047.21361614333,5,2,2942.0,1956,99.60816234403241,69.0,High-End,3.0
Suburb,285473.08549375454,2,1,2757.0,1976,103.54482607680615,49.0,High-End,3.0
Rural,273192.4082115976,4,2,2240.0,2009,121.96089652303463,16.0,High-End,3.0
Rural,401177.90709873335,3,3,2758.0,2011,145.4597197602369,14.0,High-End,3.0
Urban,342541.5887595701,5,3,2946.0,1990,116.27345171743724,35.0,High-End,3.0
Urban,138782.0689395181,2,1,1097.0,1969,126.51054597950602,56.0,Budget,1.0
Urban,226133.8060430472,2,2,2479.0,1966,91.21976847238693,59.0,Mid-Range,2.0
Urban,91147.92896493051,3,2,1530.0,2019,59.573809781000335,6.0,Budget,1.0
Urban,264915.81466636143,3,3,2832.0,1997,93.54371986806548,28.0,High-End,3.0
Urban,145735.55404989456,5,2,1537.0,1957,94.81818741047141,68.0,Budget,1.0
Rural,257362.4596121584,3,3,2051.0,1976,125.4814527606818,49.0,Mid-Range,2.0
Urban,286378.5946785231,2,1,2599.0,1991,110.18799333533016,34.0,High-End,3.0
Rural,243732.2778879015,4,3,2347.0,1959,103.84843540174755,66.0,Mid-Range,2.0
Suburb,276538.06324198947,4,2,2246.0,1990,123.12469423062754,35.0,High-End,3.0
Rural,122620.39692886209,2,3,1079.0,1986,113.64262922044679,39.0,Budget,1.0
Urban,210310.6388897209,2,2,1562.0,1952,134.64189429559596,73.0,Mid-Range,2.0
Rural,207469.4823713045,2,1,2481.0,2008,83.62333025848629,17.0,Mid-Range,2.0
Urban,166482.0531064751,5,3,1613.0,1967,103.21268016520465,58.0,Budget,1.0
Rural,98461.38818063495,2,1,1175.0,2017,83.79692611117868,8.0,Budget,1.0
Rural,268279.0850792878,3,1,1521.0,1960,176.38335639663893,65.0,High-End,3.0
